"gender","ethnicity","birth","grade","star","read","math","lunch","school","degree","ladder","experience","tethnicity","system","schoolid","id"
"male","afam",1978.75,"2nd","regular+aide",545,570,"free","inner-city","bachelor","notladder",6,"cauc",11,33,"11552"
"male","cauc",1979.25,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11553"
"male","cauc",1979.75,"2nd","regular",571,620,"free","rural","bachelor","level1",6,"cauc",9,12,"11554"
"male","cauc",1980.5,"2nd","small",622,574,"free","suburban","bachelor","level1",4,"cauc",11,25,"11555"
"male","cauc",1979,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11556"
"male","cauc",1979.5,"2nd","regular",521,509,"non-free","rural","bachelor","level1",19,"cauc",37,73,"11557"
"male","afam",1980.5,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11558"
"male","afam",1979.5,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11559"
"female","cauc",1980,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11560"
"female","cauc",1980.5,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11561"
"female","cauc",1980.5,"2nd","regular+aide",611,565,"non-free","rural","bachelor","level1",33,"cauc",39,75,"11562"
"male","cauc",1979.75,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11563"
"male","afam",1979.75,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11564"
"female","afam",1980.5,"2nd","small",582,596,"free","inner-city","bachelor","level1",4,"afam",11,16,"11565"
"male","afam",1979,"2nd","regular",549,541,"free","inner-city","master","level1",13,"cauc",22,53,"11566"
"male","afam",1979.5,"2nd","regular",562,582,"free","inner-city","master","level1",30,"afam",11,26,"11567"
"male","cauc",1979.75,"2nd","regular",NA,NA,NA,"rural","bachelor","level1",19,"cauc",24,57,"11568"
"male","afam",1979.75,"2nd","small",555,607,"non-free","inner-city","master","level1",26,"afam",11,33,"11569"
"female","cauc",1979.75,"2nd","regular",NA,NA,NA,"rural","master","level1",11,"cauc",39,75,"11570"
"male","afam",1980.25,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11571"
"female","cauc",1980.25,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11572"
"female","afam",1980.25,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11573"
"male","cauc",1980.5,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11574"
"male","afam",1980,"2nd","small",523,568,"free","inner-city","bachelor","apprentice",1,"cauc",22,53,"11575"
"male",NA,NA,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11576"
"male","cauc",1980.5,"2nd","small",541,554,"non-free","rural","master","level1",14,"cauc",41,79,"11577"
"male","afam",1980,"2nd","regular+aide",560,568,"non-free","suburban","bachelor","level1",9,"cauc",11,20,"11578"
"male","cauc",1979,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11579"
"male","afam",1979.5,"2nd","regular+aide",555,568,"free","suburban","bachelor","level1",28,"afam",11,24,"11580"
"male","cauc",1980,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11581"
"male","cauc",1979.75,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11582"
"female","cauc",1980,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11583"
"female","cauc",1979.75,"2nd","regular+aide",659,699,"non-free","urban","bachelor","notladder",17,"cauc",6,9,"11584"
"male","afam",1980.5,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11585"
"female","cauc",1979.75,"2nd","small",669,659,"non-free","rural","bachelor","level1",13,"cauc",37,73,"11586"
"female","cauc",1980,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11587"
"female","cauc",1979.75,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11588"
"female","cauc",1979.25,"2nd","regular+aide",552,648,"non-free","rural","bachelor","level1",13,"cauc",1,1,"11589"
"female","afam",1979.5,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11590"
"male","cauc",1980.25,"2nd","small",575,565,"non-free","suburban","bachelor","probation",3,"cauc",25,58,"11591"
"female","cauc",1978.75,"2nd","regular",618,603,"free","rural","bachelor","level1",6,"cauc",40,77,"11592"
"male","cauc",1980.5,"2nd","small",552,554,"non-free","rural","master","notladder",6,"cauc",29,62,"11593"
"male","cauc",1979.5,"2nd","small",650,648,"non-free","rural","master","level3",15,"cauc",21,49,"11594"
"female","cauc",1980.5,"2nd","regular",586,611,"free","rural","bachelor","apprentice",1,"cauc",33,67,"11595"
"male","cauc",1980,"2nd","regular",604,620,"non-free","suburban","bachelor","level1",8,"cauc",25,58,"11596"
"female","afam",1980,"2nd","regular",542,541,"free","inner-city","bachelor","level1",7,"afam",11,22,"11597"
"male","afam",1980.25,"2nd","regular+aide",571,568,"free","inner-city","bachelor","level1",14,"cauc",11,32,"11598"
"female","afam",1979.5,"3rd","regular",580,564,"free","suburban","bachelor","level1",30,"cauc",22,54,"1"
"female","cauc",1980,"3rd","small",587,593,"free","rural","bachelor","apprentice",1,"cauc",30,63,"2"
"female","afam",1979.75,"3rd","regular+aide",644,639,"non-free","suburban","bachelor","level1",4,"cauc",11,20,"3"
"male","cauc",1979.75,"3rd","small",686,667,"non-free","rural","bachelor","level1",10,"cauc",6,8,"4"
"male","afam",1980,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5"
"male","cauc",1979.5,"3rd","regular",644,648,"non-free","rural","bachelor","level1",15,"cauc",6,8,"6"
"male","afam",1979,"3rd","regular+aide",NA,NA,"free","inner-city","bachelor","notladder",17,"afam",11,31,"7"
"female","cauc",1979.75,"3rd","regular+aide",599,583,"non-free","rural","bachelor","level3",23,"cauc",4,5,"8"
"male","cauc",1979.25,"3rd","regular",NA,NA,"non-free","rural","bachelor","level1",8,"cauc",40,77,"9"
"male","cauc",1979.5,"3rd","regular",626,618,"non-free","rural","master","level1",8,"cauc",21,50,"10"
"male","cauc",1980.25,"3rd","regular",641,684,"non-free","rural","bachelor","level1",7,"cauc",35,69,"11"
"male","cauc",1980.25,"3rd","small",665,648,"free","rural","bachelor","level1",14,"cauc",41,79,"12"
"male","cauc",1980.25,"3rd","regular",597,589,"free","rural","bachelor","level1",8,"cauc",4,5,"13"
"female","afam",1980.25,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14"
"female","cauc",1980,"3rd","regular",606,631,"non-free","suburban","master","level1",19,"cauc",17,41,"15"
"female","cauc",1980,"3rd","small",597,589,"free","urban","bachelor","level1",13,"cauc",20,48,"16"
"female","afam",1980.25,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17"
"female","afam",1979.5,"3rd","regular+aide",578,606,"free","inner-city","bachelor","level1",26,"afam",11,19,"18"
"female","afam",1980.5,"3rd","small",NA,NA,NA,"inner-city","master","level1",21,"afam",11,15,"19"
"male","afam",1980.25,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20"
"female","cauc",1980,"3rd","regular",606,667,"free","rural","specialist","level1",13,"cauc",41,78,"21"
"male","cauc",1979.25,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22"
"female","afam",1980.5,"3rd","small",606,596,"free","rural","bachelor","level1",14,"cauc",8,11,"23"
"male","cauc",1979.75,"3rd","regular+aide",606,568,"free","rural","bachelor","apprentice",2,"cauc",36,71,"24"
"female","cauc",1980.5,"3rd","small",654,606,"free","rural","bachelor","notladder",24,"cauc",32,66,"25"
"male","cauc",1979,"3rd","regular+aide",564,564,"non-free","rural","bachelor","level1",13,"cauc",32,66,"26"
"female","cauc",1980.25,"3rd","regular+aide",680,603,"free","rural","bachelor","level1",17,"cauc",14,38,"27"
"male","cauc",1980,"3rd","regular",633,645,"non-free","rural","bachelor","level1",3,"cauc",14,38,"28"
"male","cauc",1980.5,"3rd","regular+aide",578,554,"non-free","rural","bachelor","level3",12,"cauc",35,69,"29"
"female","afam",1980,"3rd","regular",661,631,"free","suburban",NA,NA,NA,NA,11,23,"30"
"female","cauc",1979.25,"3rd","small",639,626,"free","rural","master","level1",12,"cauc",42,80,"31"
"male","cauc",1980,"3rd","small",728,684,"non-free","suburban","bachelor","level1",6,"cauc",18,43,"32"
"male","cauc",1980,"3rd","small",606,597,"non-free","rural","master","level3",13,"cauc",36,71,"33"
"male","cauc",1979.5,"3rd","regular",631,589,"non-free","suburban","bachelor","notladder",15,"afam",22,52,"34"
"male","cauc",1980.5,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35"
"female","cauc",1979.75,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36"
"female","afam",1980.5,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37"
"female","cauc",1979,"3rd","regular",565,580,"free","rural","bachelor","level1",9,"cauc",30,63,"38"
"female","cauc",1980.25,"3rd","small",647,610,"non-free","rural","bachelor","apprentice",2,"cauc",40,77,"39"
"male","cauc",1979.75,"3rd","small",622,691,"non-free","rural","master","level1",12,"cauc",41,79,"40"
"male","cauc",1979.5,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41"
"male","cauc",1980.25,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42"
"female","cauc",1979.25,"3rd","regular",536,546,NA,"rural","bachelor","probation",0,"cauc",10,13,"43"
"male","cauc",1980.25,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44"
"male","afam",1980,"3rd","regular",608,672,"free","inner-city","bachelor","level1",5,"afam",11,29,"45"
"female","afam",NA,"3rd","regular+aide",NA,NA,"free","inner-city","bachelor","probation",2,"cauc",11,29,"46"
"male","cauc",1980,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47"
"male","cauc",1980,"3rd","small",580,614,"free","urban","bachelor","level1",13,"cauc",26,59,"48"
"male","cauc",1979.25,"3rd","small",612,549,"free","urban","bachelor","level1",14,"cauc",27,60,"49"
"female","cauc",1980,"3rd","regular+aide",588,582,"non-free","suburban","master","level1",32,"cauc",22,51,"50"
"female","afam",1980.25,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51"
"male","afam",1980.25,"3rd","regular",622,642,"free","inner-city","master","level3",14,"cauc",11,27,"52"
"female","afam",1980,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53"
"female","cauc",1979.75,"3rd","regular+aide",675,700,"non-free","urban","master","level1",16,"cauc",6,9,"54"
"female","cauc",1980.25,"3rd","regular",610,642,"non-free","rural","master","level1",18,"cauc",15,39,"55"
"male","cauc",1980.5,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56"
"male","afam",1980.25,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57"
"male","afam",1980,"3rd","regular+aide",612,614,"free","inner-city","bachelor","level1",18,"afam",11,33,"58"
"female","cauc",1979,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59"
"female","afam",1980.75,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60"
"female","cauc",1980.5,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61"
"female","cauc",1978,"3rd","regular+aide",NA,543,"free","rural","specialist","level2",16,"cauc",35,70,"62"
"male","afam",1979.5,"3rd","regular+aide",531,562,"free","inner-city","master","level2",13,"afam",11,26,"63"
"female","cauc",1979.5,"3rd","regular+aide",608,672,"non-free","rural","master","level1",36,"cauc",38,74,"64"
"male","cauc",1980.5,"3rd","regular",577,585,"free","rural","master","level1",8,"cauc",21,50,"65"
"female","afam",1980,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66"
"male","afam",1980.5,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67"
"female","afam",1980,"3rd","small",590,582,"non-free","rural","master","level1",13,"cauc",4,5,"68"
"male","afam",1980.25,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69"
"male","cauc",1980.5,"3rd","regular+aide",572,599,"free","urban","master","level1",16,"cauc",6,9,"70"
"male","afam",1979.75,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71"
"male","cauc",1979,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72"
"female","afam",1980.5,"3rd","regular",NA,NA,"free","suburban","bachelor","level1",8,"afam",11,25,"73"
"female","afam",1980,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74"
"male","afam",1979.5,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75"
"female","cauc",1980,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76"
"female","cauc",1980,"3rd","small",606,582,"free","rural","bachelor","level1",4,"cauc",16,40,"77"
"female","cauc",1980.25,"3rd","small",624,589,"free","urban","bachelor","level1",8,"cauc",6,9,"78"
"female","cauc",1979.75,"3rd","small",629,599,"free","urban","bachelor","level1",9,"cauc",6,9,"79"
"male","cauc",1980,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80"
"male","cauc",1979.5,"3rd","small",686,700,"non-free","urban","bachelor","level1",36,"cauc",7,10,"81"
"male","afam",1979.75,"3rd","regular",675,608,"free","inner-city","bachelor","apprentice",3,"cauc",18,45,"82"
"female","cauc",1980.25,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83"
"female","cauc",1980.75,"3rd","regular",686,663,"non-free","rural","master","level1",13,"cauc",42,80,"84"
"male","cauc",1979.75,"3rd","regular",606,591,"non-free","rural","bachelor","level1",9,"cauc",30,63,"85"
"male","cauc",1980.5,"3rd","regular",NA,NA,"non-free","urban","master","level1",7,"cauc",26,59,"86"
"female","afam",1979.75,"3rd","regular+aide",624,601,"free","inner-city","master","notladder",3,"afam",11,28,"87"
"male","cauc",1980.25,"3rd","small",657,663,"non-free","suburban","bachelor","level1",5,"cauc",18,43,"88"
"female","cauc",1979.75,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89"
"male","cauc",1979.25,"3rd","regular+aide",593,604,"free","rural","master","level2",10,"cauc",15,39,"90"
"female","cauc",1980.5,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"91"
"male","afam",1978.75,"3rd","regular+aide",602,567,"free","inner-city","master","notladder",25,"cauc",11,15,"92"
"male","cauc",1980,"3rd","small",665,726,"non-free","suburban","bachelor","level1",5,"cauc",17,41,"93"
"male","cauc",1979.5,"3rd","regular",639,624,"non-free","rural","master","level1",8,"cauc",21,50,"94"
"female","afam",1979.75,"3rd","regular+aide",573,556,"non-free","inner-city","master","level2",14,"afam",11,22,"95"
"male","afam",1980,"3rd","regular",614,603,"free","suburban","bachelor","level1",10,"afam",11,23,"96"
"female","cauc",1979.75,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97"
"female","afam",1980.25,"3rd","small",633,634,"free","inner-city","master","level2",9,"afam",11,27,"98"
"male","cauc",1980.25,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99"
"female","cauc",1980.25,"3rd","small",560,585,"non-free","suburban","bachelor","notladder",21,"cauc",11,21,"100"
"male","cauc",1979.75,"3rd","regular",585,596,"non-free","rural","bachelor","level1",19,"cauc",39,75,"101"
"female","cauc",1980.5,"3rd","small",647,614,"non-free","rural","bachelor","level1",10,"cauc",6,8,"102"
"female","cauc",1980.25,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"103"
"male","cauc",1980.25,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"104"
"female","cauc",1980.5,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"105"
"female","afam",1979.75,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"106"
"male","cauc",1979.25,"3rd","regular",NA,NA,NA,"urban","master","level3",16,"cauc",6,9,"107"
"female","cauc",1980,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"108"
"female","cauc",1979.75,"3rd","regular+aide",610,622,"free","urban","master","level1",16,"cauc",6,9,"109"
"female",NA,1980.5,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"110"
"female","hispanic",1979.75,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"111"
"male","cauc",1980,"3rd","regular",620,601,"non-free","rural","bachelor","level1",21,"cauc",3,3,"112"
"female","cauc",1979.75,"3rd","regular",633,596,"non-free","rural","bachelor","apprentice",1,"cauc",19,47,"113"
"female","cauc",1978,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"114"
"female","afam",1979.75,"3rd","regular+aide",616,596,"free","inner-city","master","level2",13,"afam",11,26,"115"
"male","cauc",1980.25,"3rd","small",NA,NA,"non-free","rural","master","level1",12,"cauc",41,79,"116"
"male","afam",1980.25,"3rd","regular+aide",562,582,"free","rural","master","level1",14,"cauc",8,11,"117"
"male","afam",1979.5,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"118"
"female","cauc",1980,"3rd","regular+aide",644,663,"non-free","rural","master","level1",16,"cauc",12,34,"119"
"female","afam",1980.5,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"120"
"female","afam",1980.5,"3rd","small",654,678,"non-free","suburban","master","level1",24,"afam",11,24,"121"
"male","cauc",1980,"3rd","regular",NA,NA,"free","rural","master","level1",18,"cauc",15,39,"122"
"female","cauc",1980.25,"3rd","regular",606,612,"free","urban","master","level1",15,"cauc",2,2,"123"
"male","afam",1980.25,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"124"
"female","afam",1980,"3rd","small",631,612,"free","inner-city","bachelor","level2",15,"afam",11,27,"125"
"male","afam",1980.5,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"126"
"male","cauc",1980,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"127"
"female","cauc",1980.25,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"128"
"male","afam",1979.75,"3rd","regular+aide",582,562,"free","rural","bachelor","level1",9,"cauc",12,34,"129"
"female","cauc",1979,"3rd","regular",559,596,"free","rural","bachelor","level1",24,"cauc",5,7,"130"
"male","cauc",1980,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"131"
"male","cauc",1979.75,"3rd","regular+aide",580,608,NA,"rural","master","level1",5,"cauc",10,13,"132"
"female","afam",1980.25,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"133"
"female","cauc",1980,"3rd","small",588,586,"non-free","suburban","master","level1",20,"cauc",22,54,"134"
"male","afam",1978.5,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"135"
"female","cauc",1980.5,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"136"
"female","afam",1979.75,"3rd","small",583,603,"free","inner-city","bachelor","probation",3,"afam",11,30,"137"
"male","cauc",1980.5,"3rd","regular",618,642,"non-free","suburban","master","level1",24,"cauc",18,46,"138"
"male","cauc",1979.75,"3rd","regular+aide",654,678,"non-free","rural","master","level1",16,"cauc",31,64,"139"
"female","cauc",1980.25,"3rd","regular",680,691,"non-free","rural","master","level1",9,"cauc",24,56,"140"
"male","afam",1980.75,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"141"
"female","afam",1978.5,"3rd","regular",583,546,"non-free","inner-city","master","level1",19,"afam",22,53,"142"
"male","cauc",1980.5,"3rd","small",NA,655,"non-free","rural","bachelor","level1",13,"cauc",21,49,"143"
"male","afam",1978.5,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"144"
"female","hispanic",1979.5,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"145"
"male","cauc",1979.75,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"146"
"female","cauc",1979.75,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"147"
"male","afam",1980.5,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"148"
"male","cauc",1980.25,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"149"
"female","cauc",1980,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"150"
"male","cauc",1979.75,"3rd","regular",593,631,"free","rural","master","level1",8,"cauc",21,50,"151"
"female","cauc",1980,"3rd","regular+aide",555,559,"free","rural","bachelor","level2",19,"cauc",37,73,"152"
"female","cauc",1980.25,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"153"
"male","cauc",1979.25,"3rd","regular+aide",629,634,"non-free","rural","bachelor","level1",7,"cauc",39,75,"154"
"male","cauc",1979.75,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"155"
"female","cauc",1980.25,"3rd","regular",639,648,"non-free","suburban","master","level1",19,"cauc",17,41,"156"
"male","afam",1979.25,"3rd","small",564,588,"free","rural","bachelor","notladder",28,"cauc",1,1,"157"
"male","afam",1979.75,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"158"
"male","cauc",1980.25,"3rd","regular+aide",644,659,"non-free","rural","master","level2",10,"cauc",15,39,"159"
"female","afam",1979.5,"3rd","regular",560,570,"free","inner-city","bachelor","probation",2,"cauc",11,29,"160"
"male","afam",1979,"3rd","regular",582,634,"free","inner-city","bachelor","probation",2,"cauc",11,29,"161"
"male","afam",1980,"3rd","regular+aide",564,579,"free","inner-city","bachelor","level1",5,"cauc",11,33,"162"
"female","cauc",1980.25,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"163"
"male","cauc",1980.5,"3rd","regular+aide",693,684,"non-free","rural","bachelor","level1",16,"cauc",9,12,"164"
"male","cauc",1980.5,"3rd","regular+aide",670,700,"non-free","rural","bachelor","level1",30,"cauc",1,1,"165"
"male","afam",1980.25,"3rd","regular",641,726,"non-free","inner-city","bachelor","apprentice",3,"cauc",18,45,"166"
"male","cauc",1979.75,"3rd","small",654,691,"non-free","rural","master","level1",14,"cauc",41,78,"167"
"male","cauc",1980.25,"3rd","small",675,684,"free","rural","master","level1",3,"cauc",15,39,"168"
"male","afam",1980.5,"3rd","regular",606,604,"free","inner-city","bachelor","probation",0,"afam",11,33,"169"
"male","afam",1980,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"170"
"female","afam",1979.5,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"171"
"male","afam",1980,"3rd","small",569,559,"free","inner-city","bachelor","level1",8,"cauc",11,32,"172"
"male","cauc",1980.25,"3rd","small",650,642,"non-free","suburban","master","level1",18,"cauc",4,4,"173"
"male","afam",1980.25,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"174"
"male","cauc",1980.25,"3rd","regular",657,639,"non-free","suburban","master","level1",19,"afam",11,17,"175"
"male","afam",1980.5,"3rd","small",529,515,"free","suburban","bachelor","level1",7,"afam",18,44,"176"
"female","afam",1979.75,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"177"
"male","afam",1980,"3rd","regular+aide",597,645,"free","rural","bachelor","probation",0,"cauc",5,7,"178"
"male","afam",1979.25,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"179"
"female","cauc",1980.25,"3rd","small",661,645,"free","rural","bachelor","level1",8,"cauc",37,73,"180"
"male","cauc",1980.5,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"181"
"male","afam",1980.5,"3rd","regular+aide",590,645,"non-free","suburban","master","level1",22,"afam",11,24,"182"
"female","cauc",1980.5,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"183"
"female","afam",1980.5,"3rd","small",650,648,"non-free","suburban","bachelor","level1",11,"cauc",11,23,"184"
"female","cauc",1980,"3rd","regular+aide",624,639,"non-free","rural","bachelor","level1",11,"cauc",36,72,"185"
"female","cauc",1979.75,"3rd","regular+aide",647,631,"non-free","urban","master","level1",38,"cauc",6,9,"186"
"female","afam",1979.5,"3rd","regular+aide",554,597,"free","suburban","master","level1",18,"cauc",11,17,"187"
"female","afam",1980.25,"3rd","regular+aide",599,597,"free","suburban",NA,NA,NA,NA,11,24,"188"
"female","cauc",1979.5,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"189"
"female","cauc",1980.25,"3rd","regular+aide",641,636,"non-free","rural","master","level1",16,"cauc",31,64,"190"
"female","cauc",1980.25,"3rd","regular",612,603,"free","urban","master","level1",15,"cauc",2,2,"191"
"female","cauc",1980.5,"3rd","regular",654,616,"non-free","rural","master","level2",14,"cauc",36,71,"192"
"male","cauc",1980.5,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"193"
"male","afam",1980,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"194"
"female","cauc",1978.5,"3rd","regular+aide",NA,NA,NA,"rural","bachelor","level2",19,"cauc",37,73,"195"
"male","afam",1979.75,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"196"
"male","cauc",1980.25,"3rd","regular+aide",608,616,"non-free","suburban","bachelor","notladder",8,"afam",11,25,"197"
"male","cauc",1978.25,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"198"
"male","cauc",1980.5,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"199"
"female","cauc",1980,"3rd","small",654,634,NA,"suburban","master","level3",18,"cauc",28,61,"200"
"female","afam",1980,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"201"
"female","cauc",1980.25,"3rd","regular",614,603,"non-free","rural","master","level1",9,"cauc",24,56,"202"
"female","cauc",1980.25,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"203"
"male","afam",1980.25,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"204"
"male","cauc",1978.5,"3rd","small",600,626,"non-free","rural","bachelor","level1",6,"cauc",35,69,"205"
"female","afam",1980.25,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"206"
"male","cauc",1980,"3rd","small",592,612,"free","urban","master","level2",11,"cauc",20,48,"207"
"male","afam",1980.5,"3rd","regular",578,593,"free","inner-city","bachelor","probation",0,"cauc",11,28,"208"
"male","afam",1980.25,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"209"
"male","cauc",1980,"3rd","regular+aide",633,645,"non-free","rural","master","level3",19,"cauc",33,67,"210"
"female","cauc",1980,"3rd","small",587,589,"free","suburban","master","level1",20,"cauc",22,54,"211"
"male","cauc",1979.75,"3rd","regular+aide",NA,612,"non-free","rural","bachelor","level1",14,"cauc",35,70,"212"
"female","cauc",1980,"3rd","small",665,691,"non-free","rural","master","level1",12,"cauc",41,79,"213"
"male","cauc",1980.5,"3rd","small",NA,NA,"non-free","urban","master","level1",19,"cauc",6,9,"214"
